Product_Collection,Vertical_Segment,Status,Launch_Date,Lithography,Recommended_Customer_Price,nb_of_Cores,nb_of_Threads,Processor_Base_Frequency,Instruction_Set,TDP,Max_Memory_Size,Max_nb_of_Memory_Channels,Max_Memory_Bandwidth,Cache_Size,Cache_Type
Xeon,Server,Launched,2016,14.0,1668.0,10,20.0,2100,64-bit,105.0,1576.96,4.0,68.0,25.0,Normal
Xeon,Server,Launched,2016,14.0,2225.0,10,10.0,2600,64-bit,135.0,1576.96,4.0,68.0,25.0,Normal
Xeon,Server,Launched,2016,14.0,2837.0,12,24.0,2100,64-bit,105.0,1576.96,4.0,68.0,30.0,Normal
Xeon,Server,Launched,2016,14.0,3838.0,14,28.0,2200,64-bit,105.0,1576.96,4.0,68.0,35.0,Normal
Xeon,Server,Launched,2016,14.0,4616.0,8,16.0,2500,64-bit,135.0,1576.96,4.0,68.0,30.0,Normal
Xeon,Server,Launched,2016,14.0,4727.0,16,32.0,2200,64-bit,120.0,1576.96,4.0,68.0,40.0,Normal
Xeon,Server,Launched,2016,14.0,5729.0,18,36.0,2200,64-bit,135.0,1576.96,4.0,68.0,45.0,Normal
Xeon,Server,Launched,2016,14.0,7007.0,22,44.0,2200,64-bit,135.0,1576.96,4.0,68.0,55.0,Normal
Xeon,Server,Launched,2016,14.0,417.0,4,8.0,2500,64-bit,35.0,64.0,2.0,25.6,8.0,Normal
Xeon,Server,Launched,2016,14.0,445.0,4,8.0,3000,64-bit,45.0,64.0,2.0,25.6,8.0,Normal
Xeon,Server,Launched,2016,14.0,556.0,4,8.0,3500,64-bit,65.0,64.0,2.0,25.6,8.0,Normal
Xeon,Server,Launched,2016,14.0,324.0,4,8.0,1300,64-bit,20.0,128.0,2.0,25.6,6.0,Normal
Xeon,Server,Launched,2016,14.0,590.0,8,16.0,1600,64-bit,35.0,128.0,2.0,25.6,12.0,Normal
Xeon,Server,Launched,2016,14.0,883.0,12,24.0,1500,64-bit,45.0,128.0,2.0,25.6,18.0,Normal
Xeon,Server,Launched,2016,14.0,844.0,12,24.0,1500,64-bit,45.0,128.0,2.0,25.6,18.0,Normal
Xeon,Server,Launched,2016,14.0,1299.0,12,24.0,2100,64-bit,65.0,128.0,2.0,25.6,18.0,Normal
Xeon,Server,Launched,2016,14.0,1222.0,16,32.0,1300,64-bit,45.0,128.0,2.0,25.6,24.0,Normal
Xeon,Server,Launched,2016,14.0,1477.0,16,32.0,1300,64-bit,45.0,128.0,2.0,25.6,24.0,Normal
Xeon,Server,Launched,2016,14.0,3213.0,72,144.0,1500,64-bit,245.0,384.0,6.0,115.2,36.0,L2
Xeon,Server,Launched,2016,14.0,2591.0,68,136.0,1400,64-bit,230.0,384.0,6.0,115.2,34.0,L2
Xeon,Server,Launched,2016,14.0,2436.0,68,136.0,1400,64-bit,215.0,384.0,6.0,115.2,34.0,L2
Xeon,Server,Launched,2016,14.0,2147.0,64,128.0,1300,64-bit,230.0,384.0,6.0,115.2,32.0,L2
Xeon,Server,Launched,2016,14.0,1992.0,64,128.0,1300,64-bit,215.0,384.0,6.0,115.2,32.0,L2
Xeon,Server,Launched,2016,14.0,2036.0,64,128.0,1300,64-bit,230.0,384.0,6.0,102.0,32.0,L2
Xeon,Server,Launched,2016,14.0,1881.0,64,128.0,1300,64-bit,215.0,384.0,6.0,102.0,32.0,L2
Xeon,Server,Launched,2016,14.0,1223.0,8,16.0,2100,64-bit,115.0,3143.68,4.0,85.0,20.0,Normal
Xeon,Server,Launched,2016,14.0,2170.0,14,28.0,2000,64-bit,115.0,3143.68,4.0,85.0,35.0,Normal
Xeon,Server,Launched,2016,14.0,1502.0,10,20.0,2000,64-bit,115.0,3143.68,4.0,85.0,25.0,Normal
Xeon,Server,Launched,2016,14.0,3003.0,16,32.0,2100,64-bit,115.0,3143.68,4.0,85.0,40.0,Normal
Xeon,Server,Launched,2016,14.0,4061.0,18,36.0,2200,64-bit,140.0,3143.68,4.0,85.0,45.0,Normal
Xeon,Server,Launched,2016,14.0,4672.0,18,36.0,2400,64-bit,165.0,3143.68,4.0,85.0,45.0,Normal
Xeon,Server,Launched,2016,14.0,4672.0,20,40.0,2100,64-bit,140.0,3143.68,4.0,85.0,50.0,Normal
Xeon,Server,Launched,2016,14.0,5895.0,22,44.0,2200,64-bit,150.0,3143.68,4.0,85.0,55.0,Normal
Xeon,Server,Launched,2016,14.0,7174.0,24,48.0,2200,64-bit,165.0,3143.68,4.0,85.0,60.0,Normal
Xeon,Server,Launched,2016,14.0,6841.0,10,20.0,2800,64-bit,165.0,3143.68,4.0,85.0,60.0,Normal
Xeon,Server,Launched,2016,14.0,6841.0,4,8.0,3200,64-bit,140.0,3143.68,4.0,85.0,60.0,Normal
Atom,Embedded,Launched,2017,22.0,39.0,2,2.0,1500,64-bit,7.0,16.0,1.0,5.85,1.0,Normal
Atom,Embedded,Launched,2017,22.0,64.0,4,4.0,1400,64-bit,10.0,32.0,2.0,25.6,2.0,Normal
Atom,Server,Launched,2017,14.0,449.0,16,16.0,2000,64-bit,31.0,256.0,2.0,25.6,16.0,Normal
Atom,Server,Launched,2017,14.0,434.0,16,16.0,2100,64-bit,32.0,256.0,2.0,25.6,16.0,Normal
Atom,Server,Launched,2017,14.0,389.0,16,16.0,1700,64-bit,24.0,256.0,2.0,25.6,16.0,Normal
Atom,Server,Launched,2017,14.0,289.0,12,12.0,1900,64-bit,21.5,256.0,2.0,25.6,12.0,Normal
Atom,Server,Launched,2017,14.0,332.0,12,12.0,2000,64-bit,25.0,256.0,2.0,25.6,12.0,Normal
Atom,Server,Launched,2017,14.0,323.0,12,12.0,2100,64-bit,25.0,256.0,2.0,25.6,12.0,Normal
Atom,Server,Launched,2017,14.0,369.0,12,12.0,2000,64-bit,25.0,256.0,2.0,25.6,12.0,Normal
Atom,Server,Launched,2017,14.0,193.0,8,8.0,2200,64-bit,25.0,256.0,2.0,25.6,16.0,Normal
Atom,Server,Launched,2017,14.0,171.0,8,8.0,2200,64-bit,21.0,256.0,2.0,25.6,16.0,Normal
Atom,Server,Launched,2017,14.0,209.0,8,8.0,1700,64-bit,17.0,256.0,2.0,25.6,16.0,Normal
Atom,Server,Launched,2017,14.0,86.0,4,4.0,2200,64-bit,16.0,256.0,2.0,25.6,8.0,Normal
Atom,Server,Launched,2017,14.0,75.0,4,4.0,2100,64-bit,15.0,256.0,2.0,25.6,8.0,Normal
Atom,Server,Launched,2017,14.0,86.0,4,4.0,1600,64-bit,11.5,256.0,2.0,25.6,8.0,Normal
Atom,Server,Launched,2017,14.0,27.0,2,2.0,1500,64-bit,9.0,128.0,1.0,5.85,4.0,Normal
Atom,Server,Launched,2017,14.0,32.0,2,2.0,1600,64-bit,9.5,128.0,1.0,5.85,4.0,Normal
Celeron,Desktop,Launched,2017,14.0,42.0,2,2.0,2900,64-bit,51.0,64.0,2.0,25.6,2.0,Normal
Celeron,Desktop,Launched,2017,14.0,42.0,2,2.0,2900,64-bit,54.0,64.0,2.0,25.6,2.0,Normal
Celeron,Desktop,Launched,2017,14.0,42.0,2,2.0,2700,64-bit,35.0,64.0,2.0,25.6,2.0,Normal
Celeron,Desktop,Launched,2017,14.0,42.0,2,2.0,2700,64-bit,35.0,64.0,2.0,25.6,2.0,Normal
Celeron,Desktop,Launched,2017,14.0,52.0,2,2.0,3000,64-bit,51.0,64.0,2.0,25.6,2.0,Normal
Celeron,Mobile,Launched,2017,14.0,107.0,2,2.0,1800,64-bit,15.0,32.0,2.0,34.1,2.0,SmartCache
Celeron,Mobile,Launched,2017,14.0,107.0,2,2.0,1500,64-bit,6.0,16.0,2.0,29.8,2.0,SmartCache
Celeron,Mobile,Launched,2017,14.0,107.0,2,2.0,2200,64-bit,15.0,32.0,2.0,34.1,2.0,SmartCache
Core,Desktop,Launched,2017,14.0,182.0,4,4.0,3000,64-bit,65.0,64.0,2.0,25.6,6.0,SmartCache
Core,Desktop,Launched,2017,14.0,184.5,4,4.0,2400,64-bit,35.0,64.0,2.0,25.6,6.0,SmartCache
Core,Desktop,Launched,2017,14.0,197.0,4,4.0,2700,64-bit,35.0,64.0,2.0,25.6,6.0,SmartCache
Core,Desktop,Launched,2017,14.0,197.0,4,4.0,3400,64-bit,65.0,64.0,2.0,25.6,6.0,SmartCache
Core,Desktop,Launched,2017,14.0,218.5,4,4.0,3500,64-bit,65.0,64.0,2.0,25.6,6.0,SmartCache
Core,Desktop,Launched,2017,14.0,218.5,4,4.0,2800,64-bit,35.0,64.0,2.0,25.6,6.0,SmartCache
Core,Desktop,Launched,2017,14.0,242.5,4,4.0,3800,64-bit,91.0,64.0,2.0,25.6,6.0,SmartCache
Core,Desktop,Launched,2017,14.0,242.5,4,4.0,4000,64-bit,112.0,64.0,2.0,25.6,6.0,Normal
Core,Desktop,Launched,2017,14.0,344.5,4,8.0,4300,64-bit,112.0,64.0,2.0,25.6,8.0,Normal
Core,Desktop,Launched,2017,14.0,386.0,6,12.0,3500,64-bit,140.0,128.0,4.0,68.0,8.25,L3
Core,Desktop,Launched,2017,14.0,994.0,10,20.0,3300,64-bit,140.0,128.0,4.0,68.0,13.75,L3
Core,Desktop,Launched,2017,14.0,594.0,8,16.0,3600,64-bit,140.0,128.0,4.0,68.0,11.0,L3
Core,Desktop,Launched,2017,14.0,1194.0,12,24.0,2900,64-bit,140.0,128.0,4.0,68.0,16.5,L3
Core,Desktop,Announced,2017,14.0,1194.0,14,28.0,3100,64-bit,165.0,128.0,4.0,68.0,19.25,Normal
Core,Desktop,Announced,2017,14.0,1194.0,16,32.0,2800,64-bit,165.0,128.0,4.0,68.0,22.0,Normal
Core,Desktop,Announced,2017,14.0,1194.0,18,36.0,2600,64-bit,165.0,128.0,4.0,68.0,24.75,Normal
Core,Desktop,Launched,2017,14.0,307.5,4,8.0,2900,64-bit,35.0,64.0,2.0,25.6,8.0,SmartCache
Core,Desktop,Launched,2017,14.0,344.5,4,8.0,4200,64-bit,91.0,64.0,2.0,25.6,8.0,SmartCache
Core,Desktop,Launched,2017,14.0,307.5,4,8.0,3600,64-bit,65.0,64.0,2.0,25.6,8.0,SmartCache
Core,Desktop,Launched,2017,14.0,117.0,2,4.0,3900,64-bit,51.0,64.0,2.0,25.6,3.0,SmartCache
Core,Desktop,Launched,2017,14.0,117.0,2,4.0,3400,64-bit,35.0,64.0,2.0,25.6,3.0,SmartCache
Core,Desktop,Launched,2017,14.0,117.0,2,4.0,3400,64-bit,35.0,64.0,2.0,34.1,3.0,SmartCache
Core,Desktop,Launched,2017,14.0,117.0,2,4.0,3900,64-bit,54.0,64.0,2.0,34.1,3.0,SmartCache
Core,Desktop,Launched,2017,14.0,142.5,2,4.0,3500,64-bit,35.0,64.0,2.0,25.6,4.0,SmartCache
Core,Desktop,Launched,2017,14.0,142.5,2,4.0,4000,64-bit,51.0,64.0,2.0,25.6,4.0,SmartCache
Core,Desktop,Launched,2017,14.0,153.0,2,4.0,4100,64-bit,51.0,64.0,2.0,25.6,4.0,SmartCache
Core,Desktop,Launched,2017,14.0,173.5,2,4.0,4200,64-bit,60.0,64.0,2.0,25.6,4.0,SmartCache
Core,Embedded,Launched,2017,14.0,250.0,4,4.0,2900,64-bit,45.0,64.0,2.0,34.1,6.0,Normal
Core,Embedded,Launched,2017,14.0,250.0,4,4.0,2100,64-bit,25.0,64.0,2.0,34.1,6.0,Normal
Core,Embedded,Launched,2017,14.0,378.0,4,8.0,3000,64-bit,45.0,64.0,2.0,34.1,8.0,Normal
Core,Embedded,Launched,2017,14.0,225.0,2,4.0,2900,64-bit,35.0,64.0,2.0,34.1,3.0,Normal
Core,Embedded,Launched,2017,14.0,225.0,2,4.0,2100,64-bit,25.0,64.0,2.0,34.1,3.0,Normal
Core,Mobile,Launched,2017,14.0,297.0,4,8.0,1600,64-bit,15.0,32.0,2.0,34.1,6.0,SmartCache
Core,Mobile,Launched,2017,14.0,409.0,4,8.0,1800,64-bit,15.0,32.0,2.0,34.1,8.0,SmartCache
Core,Mobile,Launched,2017,14.0,281.0,2,4.0,1200,64-bit,4.5,16.0,2.0,29.8,4.0,SmartCache
Core,Mobile,Launched,2017,14.0,304.0,2,4.0,2200,64-bit,15.0,32.0,2.0,34.1,4.0,Normal
Core,Mobile,Launched,2017,14.0,304.0,2,4.0,3100,64-bit,28.0,32.0,2.0,34.1,4.0,Normal
Core,Mobile,Launched,2017,14.0,304.0,2,4.0,3300,64-bit,28.0,32.0,2.0,34.1,4.0,Normal
Core,Mobile,Launched,2017,14.0,250.0,4,4.0,2500,64-bit,45.0,64.0,2.0,34.1,6.0,Normal
Core,Mobile,Launched,2017,14.0,281.0,2,4.0,2600,64-bit,15.0,32.0,2.0,34.1,3.0,SmartCache
Core,Mobile,Launched,2017,14.0,304.0,2,4.0,2300,64-bit,15.0,32.0,2.0,34.1,4.0,Normal
Core,Mobile,Launched,2017,14.0,304.0,4,4.0,2800,64-bit,45.0,64.0,2.0,34.1,6.0,Normal
Core,Mobile,Launched,2017,14.0,409.0,4,8.0,1900,64-bit,15.0,32.0,2.0,34.1,8.0,SmartCache
Core,Mobile,Launched,2017,14.0,297.0,4,8.0,1700,64-bit,15.0,32.0,2.0,34.1,6.0,SmartCache
Core,Mobile,Launched,2017,14.0,415.0,2,4.0,2400,64-bit,15.0,32.0,2.0,34.1,4.0,Normal
Core,Mobile,Launched,2017,14.0,415.0,2,4.0,3500,64-bit,28.0,32.0,2.0,34.1,4.0,Normal
Core,Mobile,Launched,2017,14.0,393.0,2,4.0,2800,64-bit,15.0,32.0,2.0,34.1,4.0,SmartCache
Core,Mobile,Launched,2017,14.0,415.0,2,4.0,2500,64-bit,15.0,32.0,2.0,34.1,4.0,Normal
Core,Mobile,Launched,2017,14.0,378.0,4,8.0,2800,64-bit,45.0,64.0,2.0,34.1,6.0,Normal
Core,Mobile,Launched,2017,14.0,378.0,4,8.0,2900,64-bit,45.0,64.0,2.0,34.1,8.0,Normal
Core,Mobile,Launched,2017,14.0,378.0,4,8.0,2900,64-bit,45.0,64.0,2.0,34.1,8.0,Normal
Core,Mobile,Launched,2017,14.0,568.0,4,8.0,3100,64-bit,45.0,64.0,2.0,34.1,8.0,Normal
Core,Mobile,Launched,2017,14.0,225.0,2,4.0,3000,64-bit,35.0,64.0,2.0,34.1,3.0,Normal
Core,Mobile,Launched,2017,14.0,225.0,2,4.0,2800,64-bit,28.0,32.0,2.0,34.1,3.0,Normal
Core,Mobile,Launched,2017,14.0,225.0,2,4.0,2700,64-bit,15.0,32.0,2.0,34.1,3.0,SmartCache
Core,Mobile,Launched,2017,14.0,281.0,2,4.0,1100,64-bit,4.5,16.0,2.0,29.8,4.0,SmartCache
Pentium,Desktop,Launched,2017,14.0,64.0,2,4.0,3500,64-bit,54.0,64.0,2.0,25.6,3.0,Normal
Pentium,Desktop,Launched,2017,14.0,64.0,2,4.0,2900,64-bit,35.0,64.0,2.0,25.6,3.0,Normal
Pentium,Desktop,Launched,2017,14.0,89.5,2,4.0,3700,64-bit,51.0,64.0,2.0,25.6,3.0,Normal
Pentium,Desktop,Launched,2017,14.0,78.5,2,4.0,3600,64-bit,51.0,64.0,2.0,25.6,3.0,Normal
Pentium,Desktop,Launched,2017,14.0,75.0,2,4.0,3000,64-bit,35.0,64.0,2.0,25.6,3.0,Normal
Pentium,Mobile,Launched,2017,14.0,161.0,2,4.0,1600,64-bit,6.0,16.0,2.0,29.8,2.0,SmartCache
Pentium,Mobile,Launched,2017,14.0,161.0,2,4.0,1500,64-bit,6.0,16.0,2.0,29.8,2.0,SmartCache
Pentium,Mobile,Launched,2017,14.0,161.0,2,4.0,2300,64-bit,15.0,32.0,2.0,34.1,2.0,SmartCache
Xeon,Embedded,Launched,2017,14.0,6841.0,4,4.0,2100,64-bit,25.0,64.0,2.0,34.1,6.0,Normal
Xeon,Embedded,Launched,2017,14.0,6841.0,4,4.0,2900,64-bit,45.0,64.0,2.0,34.1,6.0,Normal
Xeon,Embedded,Launched,2017,14.0,433.0,4,8.0,2200,64-bit,25.0,64.0,2.0,34.1,8.0,Normal
Xeon,Mobile,Launched,2017,14.0,434.0,4,8.0,3000,64-bit,45.0,64.0,2.0,34.1,8.0,Normal
Xeon,Mobile,Launched,2017,14.0,623.0,4,8.0,3100,64-bit,45.0,64.0,2.0,34.1,8.0,Normal
Xeon,Server,Launched,2017,14.0,192.0,4,8.0,1600,64-bit,35.0,128.0,2.0,25.6,6.0,Normal
Xeon,Server,Launched,2017,14.0,198.0,4,4.0,3000,64-bit,72.0,64.0,2.0,37.5,8.0,Normal
Xeon,Server,Launched,2017,14.0,218.5,4,4.0,3300,64-bit,73.0,64.0,2.0,37.5,8.0,Normal
Xeon,Server,Launched,2017,14.0,255.5,4,8.0,3500,64-bit,72.0,64.0,2.0,37.5,8.0,Normal
Xeon,Server,Launched,2017,14.0,277.0,4,8.0,3700,64-bit,72.0,64.0,2.0,37.5,8.0,Normal
Xeon,Server,Launched,2017,14.0,289.0,4,8.0,3700,64-bit,73.0,64.0,2.0,37.5,8.0,Normal
Xeon,Server,Launched,2017,14.0,333.5,4,8.0,3800,64-bit,72.0,64.0,2.0,37.5,8.0,Normal
Xeon,Server,Launched,2017,14.0,339.0,4,8.0,3800,64-bit,73.0,64.0,2.0,37.5,8.0,Normal
Xeon,Server,Launched,2017,14.0,383.0,4,8.0,3900,64-bit,72.0,64.0,2.0,37.5,8.0,Normal
Xeon,Server,Launched,2017,14.0,450.0,4,8.0,4100,64-bit,79.0,64.0,2.0,37.5,8.0,Normal
Xeon,Server,Launched,2017,14.0,256.0,4,8.0,2000,64-bit,45.0,128.0,2.0,25.6,6.0,Normal
Xeon,Server,Launched,2017,14.0,470.0,6,12.0,2100,64-bit,45.0,128.0,2.0,25.6,9.0,Normal
Xeon,Server,Launched,2017,14.0,652.0,8,16.0,1900,64-bit,45.0,128.0,2.0,25.6,12.0,Normal
Xeon,Server,Launched,2017,14.0,855.0,8,16.0,2300,64-bit,65.0,128.0,2.0,25.6,12.0,Normal
Xeon,Server,Launched,2017,14.0,855.0,18,36.0,2300,64-bit,140.0,512.0,4.0,85.3,24.75,Normal
Xeon,Server,Launched,2017,14.0,1440.0,10,20.0,3300,64-bit,140.0,512.0,4.0,85.3,13.75,Normal
Xeon,Server,Launched,2017,14.0,1113.0,8,16.0,3700,64-bit,140.0,512.0,4.0,85.3,11.0,Normal
Xeon,Server,Launched,2017,14.0,835.0,6,12.0,3700,64-bit,140.0,512.0,4.0,85.3,8.25,Normal
Xeon,Server,Launched,2017,14.0,617.0,6,12.0,3600,64-bit,140.0,512.0,4.0,85.3,8.25,Normal
Xeon,Server,Launched,2017,14.0,444.0,4,8.0,4000,64-bit,120.0,512.0,4.0,85.3,8.25,Normal
Xeon,Server,Launched,2017,14.0,294.0,4,8.0,3600,64-bit,120.0,512.0,4.0,85.3,8.25,Normal
Xeon,Server,Launched,2017,14.0,218.0,6,6.0,1700,64-bit,85.0,768.0,6.0,115.2,8.25,L3
Xeon,Server,Launched,2017,14.0,311.0,8,8.0,1700,64-bit,85.0,768.0,6.0,115.2,11.0,L3
Xeon,Server,Launched,2017,14.0,422.0,8,16.0,1800,64-bit,85.0,768.0,6.0,115.2,11.0,L3
Xeon,Server,Launched,2017,14.0,501.0,8,16.0,2000,64-bit,70.0,768.0,6.0,115.2,11.0,L3
Xeon,Server,Launched,2017,14.0,506.0,8,16.0,2100,64-bit,85.0,768.0,6.0,115.2,11.0,L3
Xeon,Server,Launched,2017,14.0,478.0,4,8.0,2600,64-bit,85.0,768.0,6.0,115.2,8.25,L3
Xeon,Server,Launched,2017,14.0,773.0,10,20.0,2200,64-bit,85.0,768.0,6.0,115.2,13.75,L3
Xeon,Server,Launched,2017,14.0,699.0,10,20.0,2200,64-bit,85.0,768.0,6.0,115.2,13.75,L3
Xeon,Server,Launched,2017,14.0,1007.0,12,24.0,2100,64-bit,85.0,768.0,6.0,115.2,16.5,L3
Xeon,Server,Announced,2017,14.0,1007.0,12,24.0,2100,64-bit,85.0,768.0,6.0,115.2,16.5,L3
Xeon,Server,Launched,2017,14.0,1221.0,10,20.0,2400,64-bit,85.0,768.0,6.0,115.2,13.75,L3
Xeon,Server,Launched,2017,14.0,1273.0,12,24.0,2300,64-bit,105.0,768.0,6.0,115.2,16.5,L3
Xeon,Server,Announced,2017,14.0,1273.0,14,28.0,1900,64-bit,85.0,768.0,6.0,115.2,19.25,L3
Xeon,Server,Launched,2017,14.0,1558.0,14,28.0,2200,64-bit,105.0,768.0,6.0,115.2,19.25,L3
Xeon,Server,Launched,2017,14.0,1224.0,4,8.0,3600,64-bit,105.0,768.0,6.0,115.2,16.5,L3
Xeon,Server,Launched,2017,14.0,1727.0,14,28.0,2200,64-bit,105.0,768.0,6.0,115.2,19.25,L3
Xeon,Server,Launched,2017,14.0,1776.0,12,24.0,2600,64-bit,125.0,768.0,6.0,115.2,19.25,L3
Xeon,Server,Launched,2017,14.0,1931.0,12,24.0,2600,64-bit,135.0,768.0,6.0,115.2,19.25,L3
Xeon,Server,Launched,2017,14.0,1865.0,12,24.0,2600,64-bit,125.0,768.0,6.0,115.2,19.25,L3
Xeon,Server,Launched,2017,14.0,1694.0,6,12.0,3400,64-bit,115.0,768.0,6.0,115.2,19.25,L3
Xeon,Server,Launched,2017,14.0,1897.0,16,32.0,2100,64-bit,125.0,768.0,6.0,115.2,22.0,L3
Xeon,Server,Launched,2017,14.0,2049.0,16,32.0,2100,64-bit,135.0,768.0,6.0,115.2,22.0,L3
Xeon,Server,Launched,2017,14.0,1988.0,16,32.0,2100,64-bit,125.0,768.0,6.0,115.2,22.0,L3
Xeon,Server,Launched,2017,14.0,2111.0,14,28.0,2600,64-bit,140.0,768.0,6.0,115.2,19.25,L3
Xeon,Server,Launched,2017,14.0,5217.0,8,16.0,3200,64-bit,130.0,1536.0,6.0,115.2,24.75,L3
Xeon,Server,Launched,2017,14.0,2217.0,8,16.0,3200,64-bit,130.0,768.0,6.0,115.2,24.75,L3
Xeon,Server,Launched,2017,14.0,2460.0,12,24.0,3000,64-bit,150.0,768.0,6.0,115.2,24.75,L3
Xeon,Server,Launched,2017,14.0,2615.0,20,40.0,2000,64-bit,125.0,768.0,6.0,115.2,27.5,L3
Xeon,Server,Launched,2017,14.0,2767.0,20,40.0,2000,64-bit,135.0,768.0,6.0,115.2,27.5,L3
Xeon,Server,Launched,2017,14.0,2742.0,20,40.0,2000,64-bit,125.0,768.0,6.0,115.2,27.5,L3
Xeon,Server,Launched,2017,14.0,2448.0,18,36.0,2300,64-bit,140.0,768.0,6.0,115.2,24.75,L3
Xeon,Server,Launched,2017,14.0,5448.0,18,36.0,2300,64-bit,140.0,1536.0,6.0,115.2,24.75,L3
Xeon,Server,Launched,2017,14.0,2949.0,16,32.0,2600,64-bit,150.0,768.0,6.0,115.2,22.0,L3
Xeon,Server,Launched,2017,14.0,5949.0,16,32.0,2600,64-bit,150.0,1536.0,6.0,115.2,22.0,L3
Xeon,Server,Launched,2017,14.0,2925.0,8,16.0,3500,64-bit,150.0,768.0,6.0,115.2,24.75,L3
Xeon,Server,Launched,2017,14.0,3101.0,16,32.0,2600,64-bit,160.0,768.0,6.0,115.2,22.0,L3
Xeon,Server,Launched,2017,14.0,3286.0,12,24.0,3200,64-bit,165.0,768.0,6.0,115.2,24.75,L3
Xeon,Server,Launched,2017,14.0,3075.0,20,40.0,2400,64-bit,150.0,768.0,6.0,115.2,27.5,L3
Xeon,Server,Launched,2017,14.0,3227.0,20,40.0,2400,64-bit,160.0,768.0,6.0,115.2,27.5,L3
Xeon,Server,Launched,2017,14.0,3358.0,18,36.0,2700,64-bit,165.0,768.0,6.0,115.2,24.75,L3
Xeon,Server,Launched,2017,14.0,3658.0,22,44.0,2100,64-bit,140.0,768.0,6.0,115.2,30.25,L3
Xeon,Server,Launched,2017,14.0,3543.0,18,36.0,3000,64-bit,200.0,768.0,6.0,115.2,24.75,L3
Xeon,Server,Launched,2017,14.0,3115.0,16,32.0,2000,64-bit,125.0,768.0,6.0,115.2,22.0,L3
Xeon,Server,Launched,2017,14.0,7007.0,4,8.0,3600,64-bit,105.0,768.0,6.0,115.2,16.5,L3
Xeon,Server,Launched,2017,14.0,7007.0,12,24.0,3000,64-bit,150.0,768.0,6.0,115.2,24.75,L3
Xeon,Server,Launched,2017,14.0,4705.0,24,48.0,2100,64-bit,150.0,768.0,6.0,115.2,33.0,L3
Xeon,Server,Launched,2017,14.0,4856.0,24,48.0,2100,64-bit,160.0,768.0,6.0,115.2,33.0,L3
Xeon,Server,Launched,2017,14.0,4936.0,24,48.0,2100,64-bit,150.0,768.0,6.0,115.2,33.0,L3
Xeon,Server,Launched,2017,14.0,7704.0,24,48.0,2100,64-bit,150.0,1536.0,6.0,115.2,33.0,L3
Xeon,Server,Launched,2017,14.0,6117.0,26,52.0,2000,64-bit,150.0,768.0,6.0,115.2,35.75,L3
Xeon,Server,Launched,2017,14.0,5890.0,24,48.0,2700,64-bit,205.0,768.0,6.0,115.2,33.0,L3
Xeon,Server,Launched,2017,14.0,7408.0,26,52.0,2100,64-bit,165.0,768.0,6.0,115.2,35.75,L3
Xeon,Server,Launched,2017,14.0,10409.0,26,52.0,2100,64-bit,165.0,1536.0,6.0,115.2,35.75,L3
Xeon,Server,Launched,2017,14.0,8719.0,28,56.0,2100,64-bit,165.0,768.0,6.0,115.2,38.5,L3
Xeon,Server,Launched,2017,14.0,8719.0,28,56.0,2100,64-bit,173.0,768.0,6.0,115.2,38.5,L3
Xeon,Server,Launched,2017,14.0,11722.0,28,56.0,2100,64-bit,165.0,1536.0,6.0,115.2,38.5,L3
Xeon,Server,Launched,2017,14.0,10009.0,28,56.0,2500,64-bit,205.0,768.0,6.0,115.2,38.5,L3
Xeon,Server,Launched,2017,14.0,13011.0,28,56.0,2500,64-bit,205.0,1536.0,6.0,115.2,38.5,L3
Xeon,Server,Launched,2017,14.0,8898.0,24,48.0,2400,64-bit,165.0,3143.68,4.0,85.0,60.0,Normal
